artist,city,country,link,meta,nicedate,relativetime,showdate,showid,showyear,state,venue,venueid,cords,lat
Phish,Burlington,USA,http://phish.net/setlists/?d=1983-10-30,,"October 30, 1983",30 years ago,1983-10-30,1251168326,1983,VT,Harris-Millis Cafeteria - University of Vermont,7,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4798528
Phish,Burlington,USA,http://phish.net/setlists/?d=1983-12-02,,"December 02, 1983",30 years ago,1983-12-02,1251253100,1983,VT,Harris-Millis Cafeteria - University of Vermont,7,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.481152800000004
Phish,Burlington,USA,http://phish.net/setlists/?d=1983-12-03,,"December 03, 1983",30 years ago,1983-12-03,1251253531,1983,VT,"Marsh / Austin / Tupper Dormitory, University of Vermont",272,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4799528
Phish,Burlington,USA,http://phish.net/setlists/?d=1984-10-23,,"October 23, 1984",29 years ago,1984-10-23,1250613219,1984,VT,69 Grant Street,46,"(u'69 Grant Street, Burlington, VT 05401, USA', (44.482133, -73.210757))",44.482333
Phish,Burlington,USA,http://phish.net/setlists/?d=1984-11-03,,"November 03, 1984",29 years ago,1984-11-03,1251262142,1984,VT,"Slade Hall, University of Vermont",246,"(u'Slade Hall, University of Vermont, Redstone Campus, Burlington, VT 05405, USA', (44.4687515, -73.1998716))",44.4706515
Phish,Burlington,USA,http://phish.net/setlists/?d=1984-12-01,,"December 01, 1984",29 years ago,1984-12-01,1251262498,1984,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.476882499999995
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-02-01,,"February 01, 1985",29 years ago,1985-02-01,1251587227,1985,VT,Doolin's,344,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4790825
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-02-15,,"February 15, 1985",29 years ago,1985-02-15,1251587189,1985,VT,Doolin's,344,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.477282499999994
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-02-22,,"February 22, 1985",29 years ago,1985-02-22,1251587270,1985,VT,Doolin's,344,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.478382499999995
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-02-25,,"February 25, 1985",29 years ago,1985-02-25,1251587381,1985,VT,Doolin's,344,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4803825
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-02-25,,"February 25, 1985",29 years ago,1985-02-25,1251587428,1985,VT,Private Party,345,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4761825
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-03-02,,"March 02, 1985",29 years ago,1985-03-02,1251587448,1985,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4803825
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-03-04,,"March 04, 1985",29 years ago,1985-03-04,1249948445,1985,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4808825
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-03-08,,"March 08, 1985",29 years ago,1985-03-08,1251587664,1985,VT,Doolin's,344,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4774825
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-03-16,,"March 16, 1985",29 years ago,1985-03-16,1251587687,1985,VT,Doolin's,344,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.480282499999994
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-03-29,,"March 29, 1985",29 years ago,1985-03-29,1251587745,1985,VT,Doolin's,344,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4760825
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-04-06,,"April 06, 1985",29 years ago,1985-04-06,1251588374,1985,VT,Finbar's,346,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.476482499999996
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-04-19,,"April 19, 1985",29 years ago,1985-04-19,1251588411,1985,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.480082499999995
Phish,Plainfield,USA,http://phish.net/setlists/?d=1985-04-21,,"April 21, 1985",29 years ago,1985-04-21,1251588560,1985,VT,Goddard College,347,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.281572200000014
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-05-01,,"May 01, 1985",29 years ago,1985-05-01,1252183096,1985,VT,University of Vermont,348,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4801528
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-05-01,,"May 01, 1985",29 years ago,1985-05-01,1252183122,1985,VT,University of Vermont,348,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4823528
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-05-01,,"May 01, 1985",29 years ago,1985-05-01,1251595629,1985,VT,University of Vermont,348,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4798528
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-05-01,,"May 01, 1985",29 years ago,1985-05-01,1252183151,1985,VT,University of Vermont,348,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4801528
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-05-03,,"May 03, 1985",29 years ago,1985-05-03,1251596261,1985,VT,University of Vermont,348,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4783528
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-05-07,,"May 07, 1985",29 years ago,1985-05-07,1251596779,1985,VT,Finbar's,346,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.480282499999994
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-05-31,,"May 31, 1985",29 years ago,1985-05-31,1251597035,1985,VT,"Slade Hall, University of Vermont",246,"(u'Slade Hall, University of Vermont, Redstone Campus, Burlington, VT 05405, USA', (44.4687515, -73.1998716))",44.4729515
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-09-26,,"September 26, 1985",28 years ago,1985-09-26,1251597254,1985,VT,WRUV Radio,349,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.477982499999996
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-09-27,,"September 27, 1985",28 years ago,1985-09-27,1251597695,1985,VT,"Slade Hall, University of Vermont",246,"(u'Slade Hall, University of Vermont, Redstone Campus, Burlington, VT 05405, USA', (44.4687515, -73.1998716))",44.46885150000001
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-10-17,,"October 17, 1985",28 years ago,1985-10-17,1251597818,1985,VT,Finbar's,346,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4780825
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-10-20,,"October 20, 1985",28 years ago,1985-10-20,1251597853,1985,VT,"Slade Hall, University of Vermont",246,"(u'Slade Hall, University of Vermont, Redstone Campus, Burlington, VT 05405, USA', (44.4687515, -73.1998716))",44.4712515
Phish,Plainfield,USA,http://phish.net/setlists/?d=1985-10-26,,"October 26, 1985",28 years ago,1985-10-26,1251598022,1985,VT,Goddard College,347,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.27997220000001
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-10-30,,"October 30, 1985",28 years ago,1985-10-30,1251598241,1985,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.479482499999996
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-11-02,,"November 02, 1985",28 years ago,1985-11-02,1251598452,1985,VT,"Slade Hall, University of Vermont",246,"(u'Slade Hall, University of Vermont, Redstone Campus, Burlington, VT 05405, USA', (44.4687515, -73.1998716))",44.473551500000006
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-11-14,,"November 14, 1985",28 years ago,1985-11-14,1251598631,1985,VT,Memorial Auditorium Basement,350,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4771825
Phish,Plainfield,USA,http://phish.net/setlists/?d=1985-11-23,,"November 23, 1985",28 years ago,1985-11-23,1251598745,1985,VT,Goddard College,347,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.28367220000001
Phish,Burlington,USA,http://phish.net/setlists/?d=1985-12-13,,"December 13, 1985",28 years ago,1985-12-13,1251599046,1985,VT,Private Party,345,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4788825
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-02-03,,"February 03, 1986",28 years ago,1986-02-03,1252183401,1986,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4806825
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-02-28,,"February 28, 1986",28 years ago,1986-02-28,1252183679,1986,VT,"Slade Hall, University of Vermont",246,"(u'Slade Hall, University of Vermont, Redstone Campus, Burlington, VT 05405, USA', (44.4687515, -73.1998716))",44.4710515
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-04-01,,"April 01, 1986",28 years ago,1986-04-01,1252184007,1986,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4784825
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-04-15,,"April 15, 1986",28 years ago,1986-04-15,1252184379,1986,VT,University of Vermont,348,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4803528
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-04-29,,"April 29, 1986",28 years ago,1986-04-29,1252184512,1986,VT,University of Vermont,348,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4795528
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-05-16,,"May 16, 1986",28 years ago,1986-05-16,1252184603,1986,VT,Memorial Auditorium Basement,350,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4792825
Phish,Plainfield,USA,http://phish.net/setlists/?d=1986-05-17,,"May 17, 1986",28 years ago,1986-05-17,1252184754,1986,VT,Goddard College,347,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.28177220000001
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-05-24,,"May 24, 1986",28 years ago,1986-05-24,1252185491,1986,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.478182499999996
Phish,Boston,USA,http://phish.net/setlists/?d=1986-06-01,,"June 01, 1986",28 years ago,1986-06-01,1252185582,1986,MA,Boston Harbor,422,"(u'Boston Harbor, Boston, MA, USA', (42.3591689, -71.05208999999999))",42.3594689
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-09-03,,"September 03, 1986",27 years ago,1986-09-03,1252185617,1986,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4808825
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-09-10,,"September 10, 1986",27 years ago,1986-09-10,1252185645,1986,VT,Finbar's,346,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4765825
Phish,Johnson,USA,http://phish.net/setlists/?d=1986-09-26,,"September 26, 1986",27 years ago,1986-09-26,1252185726,1986,VT,Private Party,423,"(u'Johnson, VT, USA', (44.6355825, -72.6803603))",44.6361825
Phish,Plainfield,USA,http://phish.net/setlists/?d=1986-10-12,,"October 12, 1986",27 years ago,1986-10-12,1252185870,1986,VT,"Haybarn Theater, Goddard College",424,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.28047220000001
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-10-15,,"October 15, 1986",27 years ago,1986-10-15,1252186198,1986,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.480082499999995
Phish,Plainfield,USA,http://phish.net/setlists/?d=1986-10-31,,"October 31, 1986",27 years ago,1986-10-31,1252186614,1986,VT,"Sculpture Room, Goddard College",426,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.28087220000001
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-11-07,,"November 07, 1986",27 years ago,1986-11-07,1252186691,1986,VT,"Marsh Hall Dining Room, University of Vermont",427,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4805528
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-11-14,,"November 14, 1986",27 years ago,1986-11-14,1252186718,1986,VT,"Slade Hall, University of Vermont",246,"(u'Slade Hall, University of Vermont, Redstone Campus, Burlington, VT 05405, USA', (44.4687515, -73.1998716))",44.472651500000005
Phish,Burlington,USA,http://phish.net/setlists/?d=1986-11-18,,"November 18, 1986",27 years ago,1986-11-18,1252186748,1986,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4799825
Phish,Shelburne,USA,http://phish.net/setlists/?d=1986-12-06,,"December 06, 1986",27 years ago,1986-12-06,1252187221,1986,VT,The Ranch,65,"(u'Shelburne, VT, USA', (44.3806065, -73.227626))",44.3851065
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-01-19,,"January 19, 1987",27 years ago,1987-01-19,1252187999,1987,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4765825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-01-21,,"January 21, 1987",27 years ago,1987-01-21,1252188030,1987,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4767825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-02-01,,"February 01, 1987",27 years ago,1987-02-01,1252188056,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4793825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-02-02,,"February 02, 1987",27 years ago,1987-02-02,1252188080,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4778825
Phish,Monkton,USA,http://phish.net/setlists/?d=1987-02-07,,"February 07, 1987",27 years ago,1987-02-07,1252188132,1987,VT,Mad Maggie's Farm,432,"(u'Monkton, VT, USA', (44.2200554, -73.1253991))",44.2218554
Phish,Johnson,USA,http://phish.net/setlists/?d=1987-02-13,,"February 13, 1987",27 years ago,1987-02-13,1252188340,1987,VT,Johnson State College,433,"(u'Johnson State College, 337 College Hill Road, Johnson, VT 05656, USA', (44.6463437, -72.67427359999999))",44.648943700000004
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-02-21,,"February 21, 1987",27 years ago,1987-02-21,1252188670,1987,VT,"Slade Hall, University of Vermont",246,"(u'Slade Hall, University of Vermont, Redstone Campus, Burlington, VT 05405, USA', (44.4687515, -73.1998716))",44.4736515
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-02-27,,"February 27, 1987",27 years ago,1987-02-27,1252189214,1987,VT,"Slade Hall, University of Vermont",246,"(u'Slade Hall, University of Vermont, Redstone Campus, Burlington, VT 05405, USA', (44.4687515, -73.1998716))",44.4710515
Phish,Plainfield,USA,http://phish.net/setlists/?d=1987-03-06,,"March 06, 1987",27 years ago,1987-03-06,1252189601,1987,VT,Goddard College,347,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.28347220000001
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-03-22,,"March 22, 1987",27 years ago,1987-03-22,1252191775,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4797825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-03-23,,"March 23, 1987",27 years ago,1987-03-23,1252191933,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4793825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-04-24,,"April 24, 1987",27 years ago,1987-04-24,1252192203,1987,VT,"Billings Lounge, University of Vermont",434,"(u'University of Vermont, Burlington, VT 05401', (44.4778528, -73.1964637))",44.4787528
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-04-28,,"April 28, 1987",27 years ago,1987-04-28,1252192233,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4803825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-04-29,,"April 29, 1987",27 years ago,1987-04-29,1252192523,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.479682499999996
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-05-10,,"May 10, 1987",27 years ago,1987-05-10,1252192982,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4782825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-05-11,,"May 11, 1987",27 years ago,1987-05-11,1252193187,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.479482499999996
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-05-12,,"May 12, 1987",27 years ago,1987-05-12,1252193213,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4776825
Phish,Plainfield,USA,http://phish.net/setlists/?d=1987-05-16,,"May 16, 1987",27 years ago,1987-05-16,1252193254,1987,VT,"Haybarn Theater, Goddard College",424,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.28047220000001
Phish,South Burlington,USA,http://phish.net/setlists/?d=1987-05-20,,"May 20, 1987",27 years ago,1987-05-20,1252193387,1987,VT,The Ranch,428,"(u'South Burlington, VT, USA', (44.4669941, -73.1709604))",44.4674941
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-08-09,,"August 09, 1987",26 years ago,1987-08-09,1252193657,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.476682499999995
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-08-10,,"August 10, 1987",26 years ago,1987-08-10,1252193865,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.476682499999995
Phish,Hebron,USA,http://phish.net/setlists/?d=1987-08-21,,"August 21, 1987",26 years ago,1987-08-21,1252194507,1987,NY,Ian McLean's Farm,431,"(u'Hebron, NY, USA', (43.2672574, -73.3472901))",43.268257399999996
Phish,Vergennes,USA,http://phish.net/setlists/?d=1987-08-22,,"August 22, 1987",26 years ago,1987-08-22,1252197470,1987,VT,Vergennes Day,437,"(u'Vergennes, VT, USA', (44.1672771, -73.2540111))",44.1690771
Phish,South Burlington,USA,http://phish.net/setlists/?d=1987-08-29,,"August 29, 1987",26 years ago,1987-08-29,1252198219,1987,VT,The Ranch,428,"(u'South Burlington, VT, USA', (44.4669941, -73.1709604))",44.468594100000004
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-09-02,,"September 02, 1987",26 years ago,1987-09-02,1252198380,1987,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4793825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-09-03,,"September 03, 1987",26 years ago,1987-09-03,1252199454,1987,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.477982499999996
Phish,Plainfield,USA,http://phish.net/setlists/?d=1987-09-04,,"September 04, 1987",26 years ago,1987-09-04,1252199482,1987,VT,Goddard College,347,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.27977220000001
Phish,Plainfield,USA,http://phish.net/setlists/?d=1987-09-19,,"September 19, 1987",26 years ago,1987-09-19,1252199548,1987,VT,Goddard College,347,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.281172200000015
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-09-20,,"September 20, 1987",26 years ago,1987-09-20,1252199596,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.477082499999995
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-09-21,,"September 21, 1987",26 years ago,1987-09-21,1252199801,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4807825
Phish,Canton,USA,http://phish.net/setlists/?d=1987-09-27,,"September 27, 1987",26 years ago,1987-09-27,1252200111,1987,NY,St. Lawrence University,166,"(u'St. Lawrence University, 23 Romoda Drive, Canton, NY 13617, USA', (44.5890632, -75.1621818))",44.5926632
Phish,Shelburne,USA,http://phish.net/setlists/?d=1987-10-10,,"October 10, 1987",26 years ago,1987-10-10,1252200165,1987,VT,The Ranch,65,"(u'Shelburne, VT, USA', (44.3806065, -73.227626))",44.3826065
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-10-14,,"October 14, 1987",26 years ago,1987-10-14,1252200355,1987,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4807825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-10-18,,"October 18, 1987",26 years ago,1987-10-18,1252200387,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4782825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-10-19,,"October 19, 1987",26 years ago,1987-10-19,1252200411,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4807825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-10-23,,"October 23, 1987",26 years ago,1987-10-23,1252200455,1987,VT,Cork's,438,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.477082499999995
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-10-24,,"October 24, 1987",26 years ago,1987-10-24,1252200470,1987,VT,Cork's,438,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.477082499999995
Phish,Plainfield,USA,http://phish.net/setlists/?d=1987-10-31,,"October 31, 1987",26 years ago,1987-10-31,1252200779,1987,VT,"Sculpture Room, Goddard College",426,"(u'Goddard College, 123 Pitkin Road, Plainfield, VT 05667, USA', (44.27897220000001, -72.4380985))",44.283572200000016
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-11-18,,"November 18, 1987",26 years ago,1987-11-18,1252200960,1987,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4790825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-11-19,,"November 19, 1987",26 years ago,1987-11-19,1252201187,1987,VT,Hunt's,10,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4786825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-11-21,,"November 21, 1987",26 years ago,1987-11-21,1252201293,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4784825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-11-22,,"November 22, 1987",26 years ago,1987-11-22,1252201227,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4793825
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-11-23,,"November 23, 1987",26 years ago,1987-11-23,1252201262,1987,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.478782499999994
Phish,Waitsfield,USA,http://phish.net/setlists/?d=1988-01-27,,"January 27, 1988",26 years ago,1988-01-27,1252201493,1988,VT,,13,"(u'Waitsfield, VT, USA', (44.1902778, -72.8255556))",44.1922778
Phish,Waitsfield,USA,http://phish.net/setlists/?d=1988-02-03,,"February 03, 1988",26 years ago,1988-02-03,1252201581,1988,VT,,13,"(u'Waitsfield, VT, USA', (44.1902778, -72.8255556))",44.194077799999995
Phish,Burlington,USA,http://phish.net/setlists/?d=1988-02-07,,"February 07, 1988",26 years ago,1988-02-07,1252297010,1988,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4805825
Phish,Burlington,USA,http://phish.net/setlists/?d=1988-02-08,,"February 08, 1988",26 years ago,1988-02-08,1252297186,1988,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4792825
Phish,Waitsfield,USA,http://phish.net/setlists/?d=1988-02-10,,"February 10, 1988",26 years ago,1988-02-10,1252297223,1988,VT,,13,"(u'Waitsfield, VT, USA', (44.1902778, -72.8255556))",44.1943778
Phish,Canton,USA,http://phish.net/setlists/?d=1988-02-20,,"February 20, 1988",26 years ago,1988-02-20,1252297276,1988,NY,St. Lawrence University,166,"(u'St. Lawrence University, 23 Romoda Drive, Canton, NY 13617, USA', (44.5890632, -75.1621818))",44.5936632
Phish,Waitsfield,USA,http://phish.net/setlists/?d=1988-02-24,,"February 24, 1988",26 years ago,1988-02-24,1252297456,1988,VT,,13,"(u'Waitsfield, VT, USA', (44.1902778, -72.8255556))",44.1907778
Phish,Burlington,USA,http://phish.net/setlists/?d=1988-02-26,,"February 26, 1988",26 years ago,1988-02-26,1252297666,1988,VT,"Living and Learning Center, University of Vermont",450,"(u'Living/Learning Center, University of Vermont, Burlington, VT 05405, USA', (44.4737065, -73.1947957))",44.4756065
Phish,Waitsfield,USA,http://phish.net/setlists/?d=1988-03-09,,"March 09, 1988",26 years ago,1988-03-09,1252353638,1988,VT,,13,"(u'Waitsfield, VT, USA', (44.1902778, -72.8255556))",44.192777799999995
Phish,Johnson,USA,http://phish.net/setlists/?d=1988-03-11,,"March 11, 1988",26 years ago,1988-03-11,1252353883,1988,VT,"The Base Lodge, Stearns Hall, Johnson State College",461,"(u'Johnson State College, 337 College Hill Road, Johnson, VT 05656, USA', (44.6463437, -72.67427359999999))",44.6473437
Phish,Burlington,USA,http://phish.net/setlists/?d=1988-03-12,,"March 12, 1988",26 years ago,1988-03-12,1252354481,1988,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.479482499999996
Phish,Burlington,USA,http://phish.net/setlists/?d=1988-03-20,,"March 20, 1988",26 years ago,1988-03-20,1252370777,1988,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.478182499999996
Phish,Burlington,USA,http://phish.net/setlists/?d=1988-03-21,,"March 21, 1988",26 years ago,1988-03-21,1252370928,1988,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.4786825
Phish,Burlington,USA,http://phish.net/setlists/?d=1988-03-22,,"March 22, 1988",26 years ago,1988-03-22,1252370959,1988,VT,Nectar's,2,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.478182499999996
Phish,New York,USA,http://phish.net/setlists/?d=1988-03-31,,"March 31, 1988",26 years ago,1988-03-31,1252371110,1988,NY,Kenny's Castaways,467,"(u'New York, NY, USA', (40.7143528, -74.00597309999999))",40.7152528
Phish,Amherst,USA,http://phish.net/setlists/?d=1988-04-02,,"April 02, 1988",26 years ago,1988-04-02,1252371223,1988,MA,"Humphries House (The Zoo), Amherst College",468,"(u'Amherst College, Amherst, MA 01002', (42.3709104, -72.5170028))",42.3736104
